"Run","Assay Type","AvgSpotLen","Bases","BioProject","BioSample","BioSampleModel","Bytes","Center Name","Consent","Cultivar","DATASTORE filetype","DATASTORE provider","DATASTORE region","dev_stage","Experiment","geo_loc_name_country","geo_loc_name_country_continent","geo_loc_name","Instrument","Library Name","LibraryLayout","LibrarySelection","LibrarySource","Number","Organism","Platform","ReleaseDate","Sample Name","SRA Study","tissue"
"SRR5891716","WGS",300,6950925900,"PRJNA393611","SAMN07341217","Plant",2520102386,"YUNNAN AGRICULTURAL UNIVERSITY","public","not applicable","sra,fastq","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057560","uncalculated","uncalculated","not applicable","Illumina HiSeq 4000","TA-6207","PAIRED","RANDOM","GENOMIC",10014,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-6207","SRP114740","leaf"
"SRR5891717","WGS",300,6853696500,"PRJNA393611","SAMN07341216","Plant",2465596101,"YUNNAN AGRICULTURAL UNIVERSITY","public","not applicable","fastq,sra","gs,s3","gs.US,s3.us-east-1","not applicable","SRX3057559","uncalculated","uncalculated","not applicable","Illumina HiSeq 4000","TA-6204","PAIRED","RANDOM","GENOMIC",10013,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-6204","SRP114740","leaf"
"SRR5891718","WGS",300,6454646100,"PRJNA393611","SAMN07341215","Plant",2493944003,"YUNNAN AGRICULTURAL UNIVERSITY","public","not applicable","sra,fastq","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057558","uncalculated","uncalculated","not applicable","Illumina HiSeq 4000","TA-6201","PAIRED","RANDOM","GENOMIC",10012,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-6201","SRP114740","leaf"
"SRR5891719","WGS",300,8561375700,"PRJNA393611","SAMN07341214","Plant",3358388417,"YUNNAN AGRICULTURAL UNIVERSITY","public","not applicable","sra,fastq","gs,s3","gs.US,s3.us-east-1","not applicable","SRX3057557","uncalculated","uncalculated","not applicable","Illumina HiSeq 4000","TA-6199","PAIRED","RANDOM","GENOMIC",10011,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-6199","SRP114740","leaf"
"SRR5891720","WGS",300,6339719100,"PRJNA393611","SAMN07341223","Plant",2463210631,"YUNNAN AGRICULTURAL UNIVERSITY","public","not applicable","sra,fastq","gs,s3","gs.US,s3.us-east-1","not applicable","SRX3057556","uncalculated","uncalculated","not applicable","Illumina HiSeq 4000","TA-6213","PAIRED","RANDOM","GENOMIC",10020,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-6213","SRP114740","leaf"
"SRR5891721","WGS",300,12999059400,"PRJNA393611","SAMN07341222","Plant",5142216760,"YUNNAN AGRICULTURAL UNIVERSITY","public","not applicable","fastq,sra","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057555","uncalculated","uncalculated","not applicable","Illumina HiSeq 4000","TA-6212","PAIRED","RANDOM","GENOMIC",10019,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-6212","SRP114740","leaf"
"SRR5891722","WGS",300,7155738300,"PRJNA393611","SAMN07341328","Plant",2749156806,"YUNNAN AGRICULTURAL UNIVERSITY","public","Baiburuike","sra,fastq","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057554","China","Asia","China","Illumina HiSeq 4000","TA-416","PAIRED","RANDOM","GENOMIC",10125,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-416","SRP114740","leaf"
"SRR5891723","WGS",300,7175361300,"PRJNA393611","SAMN07341329","Plant",2746459142,"YUNNAN AGRICULTURAL UNIVERSITY","public","Bailaohuyan","sra,fastq","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057553","China","Asia","China","Illumina HiSeq 4000","TA-333","PAIRED","RANDOM","GENOMIC",10126,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-333","SRP114740","leaf"
"SRR5891724","WGS",300,8225468100,"PRJNA393611","SAMN07341330","Plant",3126455475,"YUNNAN AGRICULTURAL UNIVERSITY","public","Beichun","sra,fastq","s3,gs","s3.us-east-1,gs.US","not applicable","SRX3057552","China","Asia","China","Illumina HiSeq 4000","TA-224","PAIRED","RANDOM","GENOMIC",10127,"Vitis","ILLUMINA","2019-03-22T00:00:00Z","TA-224","SRP114740","leaf"
"SRR5891725","WGS",300,11232568500,"PRJNA393611","SAMN07341331","Plant",4101884130,"YUNNAN AGRICULTURAL UNIVERSITY","public","Beifeng","sra,fastq","gs,s3","gs.US,s3.us-east-1","not applicable","SRX3057551","China","Asia","China","Illumina HiSeq 4000","TA-221","PAIRED","RANDOM","GENOMIC",10128,"Vitis","ILLUMINA","2019-03-22T00:00:00Z","TA-221","SRP114740","leaf"
"SRR5891726","WGS",300,6874319100,"PRJNA393611","SAMN07341324","Plant",2569937279,"YUNNAN AGRICULTURAL UNIVERSITY","public","Misket Dunavski","fastq,sra","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057550","Bulgaria","Europe","Bulgaria","Illumina HiSeq 4000","TA-290","PAIRED","RANDOM","GENOMIC",10121,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-290","SRP114740","leaf"
"SRR5891727","WGS",300,21675651000,"PRJNA393611","SAMN07341325","Plant",8564495269,"YUNNAN AGRICULTURAL UNIVERSITY","public","Beta","sra,fastq","s3,gs","s3.us-east-1,gs.US","not applicable","SRX3057549","Canada","North America","Canada","Illumina HiSeq 4000","TA-216","PAIRED","RANDOM","GENOMIC",10122,"Vitis","ILLUMINA","2019-03-22T00:00:00Z","TA-216","SRP114740","leaf"
"SRR5891728","WGS",300,6809718000,"PRJNA393611","SAMN07341326","Plant",2529449166,"YUNNAN AGRICULTURAL UNIVERSITY","public","HN 12","sra,fastq","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057548","Canada","North America","Canada","Illumina HiSeq 4000","TA-157","PAIRED","RANDOM","GENOMIC",10123,"Vitis","ILLUMINA","2019-03-22T00:00:00Z","TA-157","SRP114740","leaf"
"SRR5891729","WGS",300,10966071000,"PRJNA393611","SAMN07341327","Plant",4010724486,"YUNNAN AGRICULTURAL UNIVERSITY","public","Aishenmeigui","fastq,sra","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057547","China","Asia","China","Illumina HiSeq 4000","TA-394","PAIRED","RANDOM","GENOMIC",10124,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-394","SRP114740","leaf"
"SRR5891730","WGS",300,10805037000,"PRJNA393611","SAMN07341332","Plant",4332875002,"YUNNAN AGRICULTURAL UNIVERSITY","public","Beihong","sra,fastq","s3,gs","s3.us-east-1,gs.US","not applicable","SRX3057546","China","Asia","China","Illumina HiSeq 4000","TA-225","PAIRED","RANDOM","GENOMIC",10129,"Vitis","ILLUMINA","2019-03-22T00:00:00Z","TA-225","SRP114740","leaf"
"SRR5891731","WGS",300,7400574600,"PRJNA393611","SAMN07341333","Plant",2836096640,"YUNNAN AGRICULTURAL UNIVERSITY","public","Beimei","sra,fastq","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057545","China","Asia","China","Illumina HiSeq 4000","TA-227","PAIRED","RANDOM","GENOMIC",10130,"Vitis","ILLUMINA","2019-03-22T00:00:00Z","TA-227","SRP114740","leaf"
"SRR5891732","WGS",300,26179973400,"PRJNA393611","SAMN07341608","Plant",9975988688,"YUNNAN AGRICULTURAL UNIVERSITY","public","not applicable","fastq,sra","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057544","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-352","PAIRED","RANDOM","GENOMIC",10405,"Vitis","ILLUMINA","2019-03-22T00:00:00Z","TA-352","SRP114740","leaf"
"SRR5891733","WGS",300,6832535700,"PRJNA393611","SAMN07341544","Plant",2559095350,"YUNNAN AGRICULTURAL UNIVERSITY","public","10-1-35","sra,fastq","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057543","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-212","PAIRED","RANDOM","GENOMIC",10341,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-212","SRP114740","leaf"
"SRR5891734","WGS",300,8861512800,"PRJNA393611","SAMN07341545","Plant",3176471823,"YUNNAN AGRICULTURAL UNIVERSITY","public","10-1-48","fastq,sra","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057542","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-211","PAIRED","RANDOM","GENOMIC",10342,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-211","SRP114740","leaf"
"SRR5891735","WGS",300,9922824000,"PRJNA393611","SAMN07341546","Plant",3623539540,"YUNNAN AGRICULTURAL UNIVERSITY","public","10-1-61","sra,fastq","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057541","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-210","PAIRED","RANDOM","GENOMIC",10343,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-210","SRP114740","leaf"
"SRR5891736","WGS",300,7874750700,"PRJNA393611","SAMN07341432","Plant",3029779127,"YUNNAN AGRICULTURAL UNIVERSITY","public","Rhodo Berry (4N)","fastq,sra","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057540","Japan","Asia","Japan","Illumina HiSeq 4000","TA-370","PAIRED","RANDOM","GENOMIC",10229,"Vitis","ILLUMINA","2019-03-22T00:00:00Z","TA-370","SRP114740","leaf"
"SRR5891737","WGS",300,9605142300,"PRJNA393611","SAMN07341548","Plant",3496531974,"YUNNAN AGRICULTURAL UNIVERSITY","public","10-1-71","fastq,sra","gs,s3","gs.US,s3.us-east-1","not applicable","SRX3057539","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-208","PAIRED","RANDOM","GENOMIC",10345,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-208","SRP114740","leaf"
"SRR5891738","WGS",300,9855566400,"PRJNA393611","SAMN07341549","Plant",3569721990,"YUNNAN AGRICULTURAL UNIVERSITY","public","10-1-82","sra,fastq","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057538","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-207","PAIRED","RANDOM","GENOMIC",10346,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-207","SRP114740","leaf"
"SRR5891739","WGS",300,6675325500,"PRJNA393611","SAMN07341550","Plant",2538230953,"YUNNAN AGRICULTURAL UNIVERSITY","public","10-1-91","fastq,sra","s3,gs","s3.us-east-1,gs.US","not applicable","SRX3057537","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-206","PAIRED","RANDOM","GENOMIC",10347,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-206","SRP114740","leaf"
"SRR5891740","WGS",300,7224862200,"PRJNA393611","SAMN07341551","Plant",2645670161,"YUNNAN AGRICULTURAL UNIVERSITY","public","60-34","sra,fastq","gs,s3","gs.US,s3.us-east-1","not applicable","SRX3057536","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-101","PAIRED","RANDOM","GENOMIC",10348,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-101","SRP114740","leaf"
"SRR5891741","WGS",300,10520247600,"PRJNA393611","SAMN07341552","Plant",3815547869,"YUNNAN AGRICULTURAL UNIVERSITY","public","81-3-85","sra,fastq","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057535","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-102","PAIRED","RANDOM","GENOMIC",10349,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-102","SRP114740","leaf"
"SRR5891742","WGS",300,8883675300,"PRJNA393611","SAMN07341426","Plant",3317063733,"YUNNAN AGRICULTURAL UNIVERSITY","public","Neo Muscat","sra,fastq","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057534","Japan","Asia","Japan","Illumina HiSeq 4000","TA-84","PAIRED","RANDOM","GENOMIC",10223,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-84","SRP114740","leaf"
"SRR5891743","WGS",300,6855880800,"PRJNA393611","SAMN07341425","Plant",2457723367,"YUNNAN AGRICULTURAL UNIVERSITY","public","Minikaiji","sra,fastq","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057533","Japan","Asia","Japan","Illumina HiSeq 4000","TA-8","PAIRED","RANDOM","GENOMIC",10222,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-8","SRP114740","leaf"
"SRR5891744","WGS",300,9667242000,"PRJNA393611","SAMN07341424","Plant",3350210195,"YUNNAN AGRICULTURAL UNIVERSITY","public","Manicure Finger","fastq,sra","gs,s3","gs.US,s3.us-east-1","not applicable","SRX3057532","Japan","Asia","Japan","Illumina HiSeq 4000","TA-106","PAIRED","RANDOM","GENOMIC",10221,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-106","SRP114740","leaf"
"SRR5891745","WGS",300,19672547100,"PRJNA393611","SAMN07341431","Plant",7742076797,"YUNNAN AGRICULTURAL UNIVERSITY","public","Headdress","sra,fastq","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057531","Japan","Asia","Japan","Illumina HiSeq 4000","TA-229","PAIRED","RANDOM","GENOMIC",10228,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-229","SRP114740","leaf"
"SRR5891746","WGS",300,7652962500,"PRJNA393611","SAMN07341430","Plant",2882855473,"YUNNAN AGRICULTURAL UNIVERSITY","public","Red Cocoon","fastq,sra","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057530","Japan","Asia","Japan","Illumina HiSeq 4000","TA-87","PAIRED","RANDOM","GENOMIC",10227,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-87","SRP114740","leaf"
"SRR5891747","WGS",300,12803475000,"PRJNA393611","SAMN07341429","Plant",4877356249,"YUNNAN AGRICULTURAL UNIVERSITY","public","Oriental Star","fastq,sra","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057529","Japan","Asia","Japan","Illumina HiSeq 4000","TA-245","PAIRED","RANDOM","GENOMIC",10226,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-245","SRP114740","leaf"
"SRR5891748","WGS",300,6077853900,"PRJNA393611","SAMN07341428","Plant",2254280288,"YUNNAN AGRICULTURAL UNIVERSITY","public","New Beichun","fastq,sra","s3,gs","s3.us-east-1,gs.US","not applicable","SRX3057528","Japan","Asia","Japan","Illumina HiSeq 4000","TA-141","PAIRED","RANDOM","GENOMIC",10225,"Vitis","ILLUMINA","2019-03-22T00:00:00Z","TA-141","SRP114740","leaf"
"SRR5891749","WGS",300,10431346800,"PRJNA393611","SAMN07341442","Plant",3815609431,"YUNNAN AGRICULTURAL UNIVERSITY","public","Unicorn","sra,fastq","gs,s3","gs.US,s3.us-east-1","not applicable","SRX3057527","Japan","Asia","Japan","Illumina HiSeq 4000","TA-27","PAIRED","RANDOM","GENOMIC",10239,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-27","SRP114740","leaf"
"SRR5891750","WGS",300,9428646900,"PRJNA393611","SAMN07341534","Plant",3309874163,"YUNNAN AGRICULTURAL UNIVERSITY","public","05-1-697","fastq,sra","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057526","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-42","PAIRED","RANDOM","GENOMIC",10331,"Vitis","ILLUMINA","2019-03-22T00:00:00Z","TA-42","SRP114740","leaf"
"SRR5891751","WGS",300,7105472700,"PRJNA393611","SAMN07341606","Plant",2686868555,"YUNNAN AGRICULTURAL UNIVERSITY","public","Naganopapuru","fastq,sra","s3,gs","s3.us-east-1,gs.US","not applicable","SRX3057525","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-396","PAIRED","RANDOM","GENOMIC",10403,"Vitis","ILLUMINA","2019-03-22T00:00:00Z","TA-396","SRP114740","leaf"
"SRR5891752","WGS",300,8505895200,"PRJNA393611","SAMN07341440","Plant",3248691010,"YUNNAN AGRICULTURAL UNIVERSITY","public","Super Hamburg","fastq,sra","gs,s3","gs.US,s3.us-east-1","not applicable","SRX3057524","Japan","Asia","Japan","Illumina HiSeq 4000","TA-274","PAIRED","RANDOM","GENOMIC",10237,"Vitis","ILLUMINA","2019-03-22T00:00:00Z","TA-274","SRP114740","leaf"
"SRR5891753","WGS",300,12540284400,"PRJNA393611","SAMN07341543","Plant",4504536259,"YUNNAN AGRICULTURAL UNIVERSITY","public","10-1-110","sra,fastq","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057523","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-202","PAIRED","RANDOM","GENOMIC",10340,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-202","SRP114740","leaf"
"SRR5891754","WGS",300,10852979400,"PRJNA393611","SAMN07341542","Plant",3989608348,"YUNNAN AGRICULTURAL UNIVERSITY","public","10-1-108","sra,fastq","s3,gs","s3.us-east-1,gs.US","not applicable","SRX3057522","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-203","PAIRED","RANDOM","GENOMIC",10339,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-203","SRP114740","leaf"
"SRR5891755","WGS",300,9530414400,"PRJNA393611","SAMN07341292","Plant",3472218025,"YUNNAN AGRICULTURAL UNIVERSITY","public","not applicable","fastq,sra","gs,s3","gs.US,s3.us-east-1","not applicable","SRX3057521","uncalculated","uncalculated","not applicable","Illumina HiSeq 4000","TA-386","PAIRED","RANDOM","GENOMIC",10089,"Vitis davidii","ILLUMINA","2019-03-22T00:00:00Z","TA-386","SRP114740","leaf"
"SRR5891756","WGS",300,6066941400,"PRJNA393611","SAMN07341436","Plant",2383564001,"YUNNAN AGRICULTURAL UNIVERSITY","public","Rosario Rosso","fastq,sra","gs,s3","gs.US,s3.us-east-1","not applicable","SRX3057520","Japan","Asia","Japan","Illumina HiSeq 4000","TA-94","PAIRED","RANDOM","GENOMIC",10233,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-94","SRP114740","leaf"
"SRR5891757","WGS",300,7548505800,"PRJNA393611","SAMN07341604","Plant",2832641886,"YUNNAN AGRICULTURAL UNIVERSITY","public","Mydollar","sra,fastq","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057519","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-118","PAIRED","RANDOM","GENOMIC",10401,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-118","SRP114740","leaf"
"SRR5891758","WGS",300,9713265300,"PRJNA393611","SAMN07341293","Plant",3823028344,"YUNNAN AGRICULTURAL UNIVERSITY","public","not applicable","sra,fastq","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057518","uncalculated","uncalculated","not applicable","Illumina HiSeq 4000","Z140","PAIRED","RANDOM","GENOMIC",10090,"Vitis erythrophylla","ILLUMINA","2019-03-22T00:00:00Z","Z140","SRP114740","leaf"
"SRR5891759","WGS",300,11122715400,"PRJNA393611","SAMN07341263","Plant",4242986625,"YUNNAN AGRICULTURAL UNIVERSITY","public","not applicable","fastq,sra","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057517","uncalculated","uncalculated","not applicable","Illumina HiSeq 4000","KE 23","PAIRED","RANDOM","GENOMIC",10060,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","KE 23","SRP114740","leaf"
"SRR5891760","WGS",300,10056816600,"PRJNA393611","SAMN07341262","Plant",3923440447,"YUNNAN AGRICULTURAL UNIVERSITY","public","not applicable","sra,fastq","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057516","uncalculated","uncalculated","not applicable","Illumina HiSeq 4000","TA-6267","PAIRED","RANDOM","GENOMIC",10059,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-6267","SRP114740","leaf"
"SRR5891761","WGS",300,8352750300,"PRJNA393611","SAMN07341257","Plant",3250992029,"YUNNAN AGRICULTURAL UNIVERSITY","public","not applicable","sra,fastq","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057515","uncalculated","uncalculated","not applicable","Illumina HiSeq 4000","TA-6262","PAIRED","RANDOM","GENOMIC",10054,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-6262","SRP114740","leaf"
"SRR5891762","WGS",300,7438566600,"PRJNA393611","SAMN07341256","Plant",2870274240,"YUNNAN AGRICULTURAL UNIVERSITY","public","not applicable","fastq,sra","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057514","uncalculated","uncalculated","not applicable","Illumina HiSeq 4000","TA-6260","PAIRED","RANDOM","GENOMIC",10053,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-6260","SRP114740","leaf"
"SRR5891763","WGS",300,11614225200,"PRJNA393611","SAMN07341255","Plant",4517075953,"YUNNAN AGRICULTURAL UNIVERSITY","public","not applicable","fastq,sra","gs,s3","gs.US,s3.us-east-1","not applicable","SRX3057513","uncalculated","uncalculated","not applicable","Illumina HiSeq 4000","TA-6259","PAIRED","RANDOM","GENOMIC",10052,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-6259","SRP114740","leaf"
"SRR5891764","WGS",300,12726711600,"PRJNA393611","SAMN07341254","Plant",4715875601,"YUNNAN AGRICULTURAL UNIVERSITY","public","not applicable","sra,fastq","gs,s3","gs.US,s3.us-east-1","not applicable","SRX3057512","uncalculated","uncalculated","not applicable","Illumina HiSeq 4000","TA-6258","PAIRED","RANDOM","GENOMIC",10051,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-6258","SRP114740","leaf"
"SRR5891765","WGS",300,8199675000,"PRJNA393611","SAMN07341261","Plant",3180148252,"YUNNAN AGRICULTURAL UNIVERSITY","public","not applicable","fastq,sra","s3,gs","s3.us-east-1,gs.US","not applicable","SRX3057511","uncalculated","uncalculated","not applicable","Illumina HiSeq 4000","TA-6266","PAIRED","RANDOM","GENOMIC",10058,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-6266","SRP114740","leaf"
"SRR5891766","WGS",300,10912789800,"PRJNA393611","SAMN07341260","Plant",4231849048,"YUNNAN AGRICULTURAL UNIVERSITY","public","not applicable","fastq,sra","gs,s3","gs.US,s3.us-east-1","not applicable","SRX3057510","uncalculated","uncalculated","not applicable","Illumina HiSeq 4000","TA-6265","PAIRED","RANDOM","GENOMIC",10057,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-6265","SRP114740","leaf"
"SRR5891767","WGS",300,8840625600,"PRJNA393611","SAMN07341259","Plant",3516812260,"YUNNAN AGRICULTURAL UNIVERSITY","public","not applicable","fastq,sra","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057509","uncalculated","uncalculated","not applicable","Illumina HiSeq 4000","TA-6264","PAIRED","RANDOM","GENOMIC",10056,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-6264","SRP114740","leaf"
"SRR5891768","WGS",300,9651304200,"PRJNA393611","SAMN07341258","Plant",3746877200,"YUNNAN AGRICULTURAL UNIVERSITY","public","not applicable","fastq,sra","gs,s3","gs.US,s3.us-east-1","not applicable","SRX3057508","uncalculated","uncalculated","not applicable","Illumina HiSeq 4000","TA-6263","PAIRED","RANDOM","GENOMIC",10055,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-6263","SRP114740","leaf"
"SRR5891769","WGS",300,7862112600,"PRJNA393611","SAMN07341372","Plant",2897531757,"YUNNAN AGRICULTURAL UNIVERSITY","public","Chasselas Rose","sra,fastq","s3,gs","s3.us-east-1,gs.US","not applicable","SRX3057507","France","Europe","France","Illumina HiSeq 4000","TA-292","PAIRED","RANDOM","GENOMIC",10169,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-292","SRP114740","leaf"
"SRR5891770","WGS",300,8462147700,"PRJNA393611","SAMN07341373","Plant",3311233664,"YUNNAN AGRICULTURAL UNIVERSITY","public","Couderc","fastq,sra","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057506","France","Europe","France","Illumina HiSeq 4000","TA-145","PAIRED","RANDOM","GENOMIC",10170,"Vitis","ILLUMINA","2019-03-22T00:00:00Z","TA-145","SRP114740","leaf"
"SRR5891771","WGS",300,8041212600,"PRJNA393611","SAMN07341364","Plant",2845247796,"YUNNAN AGRICULTURAL UNIVERSITY","public","Zexiang","fastq,sra","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057505","China","Asia","China","Illumina HiSeq 4000","TA-18","PAIRED","RANDOM","GENOMIC",10161,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-18","SRP114740","leaf"
"SRR5891772","WGS",300,7728862200,"PRJNA393611","SAMN07341365","Plant",2979655272,"YUNNAN AGRICULTURAL UNIVERSITY","public","Zixiang Seedless","sra,fastq","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057504","China","Asia","China","Illumina HiSeq 4000","TA-275","PAIRED","RANDOM","GENOMIC",10162,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-275","SRP114740","leaf"
"SRR5891773","WGS",300,7986748500,"PRJNA393611","SAMN07341366","Plant",2985520126,"YUNNAN AGRICULTURAL UNIVERSITY","public","Aligote","sra,fastq","s3,gs","s3.us-east-1,gs.US","not applicable","SRX3057503","France","Europe","France","Illumina HiSeq 4000","TA-397","PAIRED","RANDOM","GENOMIC",10163,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-397","SRP114740","leaf"
"SRR5891774","WGS",300,6349738500,"PRJNA393611","SAMN07341367","Plant",2328976957,"YUNNAN AGRICULTURAL UNIVERSITY","public","Cabernet Franc","fastq,sra","s3,gs","s3.us-east-1,gs.US","not applicable","SRX3057502","France","Europe","France","Illumina HiSeq 4000","TA-183","PAIRED","RANDOM","GENOMIC",10164,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-183","SRP114740","leaf"
"SRR5891775","WGS",300,6645108000,"PRJNA393611","SAMN07341368","Plant",2581685087,"YUNNAN AGRICULTURAL UNIVERSITY","public","Cabernet Gernischet","sra,fastq","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057501","France","Europe","France","Illumina HiSeq 4000","TA-254","PAIRED","RANDOM","GENOMIC",10165,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-254","SRP114740","leaf"
"SRR5891776","WGS",300,7561493400,"PRJNA393611","SAMN07341369","Plant",2784606261,"YUNNAN AGRICULTURAL UNIVERSITY","public","Cabernet Sauvignon","sra,fastq","s3,gs","s3.us-east-1,gs.US","not applicable","SRX3057500","France","Europe","France","Illumina HiSeq 4000","TA-280","PAIRED","RANDOM","GENOMIC",10166,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-280","SRP114740","leaf"
"SRR5891777","WGS",300,8400109500,"PRJNA393611","SAMN07341370","Plant",3126263534,"YUNNAN AGRICULTURAL UNIVERSITY","public","Castel 188-08","fastq,sra","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057499","France","Europe","France","Illumina HiSeq 4000","TA-218","PAIRED","RANDOM","GENOMIC",10167,"Vitis","ILLUMINA","2019-03-22T00:00:00Z","TA-218","SRP114740","leaf"
