"Run","Assay Type","AvgSpotLen","Bases","BioProject","BioSample","BioSampleModel","Bytes","Center Name","Consent","Cultivar","DATASTORE filetype","DATASTORE provider","DATASTORE region","dev_stage","Experiment","geo_loc_name_country","geo_loc_name_country_continent","geo_loc_name","Instrument","Library Name","LibraryLayout","LibrarySelection","LibrarySource","Number","Organism","Platform","ReleaseDate","Sample Name","SRA Study","tissue"
"SRR5891835","WGS",300,11652753000,"PRJNA393611","SAMN07341634","Plant",4126351275,"YUNNAN AGRICULTURAL UNIVERSITY","public","Zhengjia","sra,fastq","gs,s3","gs.US,s3.us-east-1","not applicable","SRX3057441","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-104","PAIRED","RANDOM","GENOMIC",10431,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-104","SRP114740","leaf"
"SRR5891836","WGS",300,6950422800,"PRJNA393611","SAMN07341635","Plant",2818888081,"YUNNAN AGRICULTURAL UNIVERSITY","public","Zhengzhouzaohong","fastq,sra","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057440","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-22","PAIRED","RANDOM","GENOMIC",10432,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-22","SRP114740","leaf"
"SRR5891837","WGS",300,16355474100,"PRJNA393611","SAMN07341607","Plant",6482484471,"YUNNAN AGRICULTURAL UNIVERSITY","public","not applicable","fastq,sra","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057439","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-147","PAIRED","RANDOM","GENOMIC",10404,"Vitis","ILLUMINA","2019-03-22T00:00:00Z","TA-147","SRP114740","leaf"
"SRR5891838","WGS",300,8158913100,"PRJNA393611","SAMN07341563","Plant",2864668176,"YUNNAN AGRICULTURAL UNIVERSITY","public","97-3-78","fastq,sra","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057438","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-57","PAIRED","RANDOM","GENOMIC",10360,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-57","SRP114740","leaf"
"SRR5891839","WGS",300,9136603500,"PRJNA393611","SAMN07341562","Plant",3235171643,"YUNNAN AGRICULTURAL UNIVERSITY","public","97-3-67","sra,fastq","s3,gs","s3.us-east-1,gs.US","not applicable","SRX3057437","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-56","PAIRED","RANDOM","GENOMIC",10359,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-56","SRP114740","leaf"
"SRR5891840","WGS",300,9821838300,"PRJNA393611","SAMN07341561","Plant",3572059282,"YUNNAN AGRICULTURAL UNIVERSITY","public","97-3-60","fastq,sra","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057436","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-33","PAIRED","RANDOM","GENOMIC",10358,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-33","SRP114740","leaf"
"SRR5891841","WGS",300,8354481000,"PRJNA393611","SAMN07341560","Plant",3078255732,"YUNNAN AGRICULTURAL UNIVERSITY","public","97-3-57","fastq,sra","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057435","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-37","PAIRED","RANDOM","GENOMIC",10357,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-37","SRP114740","leaf"
"SRR5891842","WGS",300,9099752400,"PRJNA393611","SAMN07341559","Plant",3294357928,"YUNNAN AGRICULTURAL UNIVERSITY","public","97-3-45","fastq,sra","s3,gs","s3.us-east-1,gs.US","not applicable","SRX3057434","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-32","PAIRED","RANDOM","GENOMIC",10356,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-32","SRP114740","leaf"
"SRR5891843","WGS",300,11915223300,"PRJNA393611","SAMN07341558","Plant",4500870736,"YUNNAN AGRICULTURAL UNIVERSITY","public","97-3-38","sra,fastq","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057433","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-361","PAIRED","RANDOM","GENOMIC",10355,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-361","SRP114740","leaf"
"SRR5891844","WGS",300,8561875500,"PRJNA393611","SAMN07341557","Plant",3175910122,"YUNNAN AGRICULTURAL UNIVERSITY","public","97-3-37","sra,fastq","gs,s3","gs.US,s3.us-east-1","not applicable","SRX3057432","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-36","PAIRED","RANDOM","GENOMIC",10354,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-36","SRP114740","leaf"
"SRR5891845","WGS",300,9582752100,"PRJNA393611","SAMN07341556","Plant",3425879425,"YUNNAN AGRICULTURAL UNIVERSITY","public","97-3-34","fastq,sra","gs,s3","gs.US,s3.us-east-1","not applicable","SRX3057431","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-31","PAIRED","RANDOM","GENOMIC",10353,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-31","SRP114740","leaf"
"SRR5891846","WGS",300,10876894800,"PRJNA393611","SAMN07341555","Plant",4039838742,"YUNNAN AGRICULTURAL UNIVERSITY","public","97-3-32","sra,fastq","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057430","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-35","PAIRED","RANDOM","GENOMIC",10352,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-35","SRP114740","leaf"
"SRR5891847","WGS",300,6648372000,"PRJNA393611","SAMN07341554","Plant",2610323805,"YUNNAN AGRICULTURAL UNIVERSITY","public","96-5","sra,fastq","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057429","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-237","PAIRED","RANDOM","GENOMIC",10351,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-237","SRP114740","leaf"
"SRR5891848","WGS",300,6285403200,"PRJNA393611","SAMN07341357","Plant",2186231657,"YUNNAN AGRICULTURAL UNIVERSITY","public","Jingzijing","sra,fastq","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057428","China","Asia","China","Illumina HiSeq 4000","TA-11","PAIRED","RANDOM","GENOMIC",10154,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-11","SRP114740","leaf"
"SRR5891849","WGS",300,8562572100,"PRJNA393611","SAMN07341421","Plant",3103871026,"YUNNAN AGRICULTURAL UNIVERSITY","public","Jasmine (4N)","sra,fastq","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057427","Japan","Asia","Japan","Illumina HiSeq 4000","TA-131","PAIRED","RANDOM","GENOMIC",10218,"Vitis","ILLUMINA","2019-03-22T00:00:00Z","TA-131","SRP114740","leaf"
"SRR5891850","WGS",300,6776639100,"PRJNA393611","SAMN07341418","Plant",2537238913,"YUNNAN AGRICULTURAL UNIVERSITY","public","Hiro Hamburg","fastq,sra","gs,s3","gs.US,s3.us-east-1","not applicable","SRX3057426","Japan","Asia","Japan","Illumina HiSeq 4000","TA-297","PAIRED","RANDOM","GENOMIC",10215,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-297","SRP114740","leaf"
"SRR5891851","WGS",300,7272734100,"PRJNA393611","SAMN07341419","Plant",2552076894,"YUNNAN AGRICULTURAL UNIVERSITY","public","Honey Juice","fastq,sra","gs,s3","gs.US,s3.us-east-1","not applicable","SRX3057425","Japan","Asia","Japan","Illumina HiSeq 4000","TA-114","PAIRED","RANDOM","GENOMIC",10216,"Vitis","ILLUMINA","2019-03-22T00:00:00Z","TA-114","SRP114740","leaf"
"SRR5891852","WGS",300,20463554700,"PRJNA393611","SAMN07341416","Plant",7197425641,"YUNNAN AGRICULTURAL UNIVERSITY","public","Fujiminori","fastq,sra","s3,gs","s3.us-east-1,gs.US","not applicable","SRX3057424","Japan","Asia","Japan","Illumina HiSeq 4000","TA-300","PAIRED","RANDOM","GENOMIC",10213,"Vitis","ILLUMINA","2019-03-22T00:00:00Z","TA-300","SRP114740","leaf"
"SRR5891853","WGS",300,9713487300,"PRJNA393611","SAMN07341417","Plant",3727616168,"YUNNAN AGRICULTURAL UNIVERSITY","public","High Bailey","sra,fastq","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057423","Japan","Asia","Japan","Illumina HiSeq 4000","TA-282","PAIRED","RANDOM","GENOMIC",10214,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-282","SRP114740","leaf"
"SRR5891854","WGS",300,9638845500,"PRJNA393611","SAMN07341414","Plant",3651116317,"YUNNAN AGRICULTURAL UNIVERSITY","public","Black Ballade","sra,fastq","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057422","Japan","Asia","Japan","Illumina HiSeq 4000","TA-251","PAIRED","RANDOM","GENOMIC",10211,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-251","SRP114740","leaf"
"SRR5891855","WGS",300,6352905600,"PRJNA393611","SAMN07341415","Plant",2400479478,"YUNNAN AGRICULTURAL UNIVERSITY","public","Cabernet Suntory","fastq,sra","s3,gs","s3.us-east-1,gs.US","not applicable","SRX3057421","Japan","Asia","Japan","Illumina HiSeq 4000","TA-257","PAIRED","RANDOM","GENOMIC",10212,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-257","SRP114740","leaf"
"SRR5891856","WGS",300,10352357100,"PRJNA393611","SAMN07341611","Plant",4006881688,"YUNNAN AGRICULTURAL UNIVERSITY","public","Pirato","sra,fastq","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057420","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-113","PAIRED","RANDOM","GENOMIC",10408,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-113","SRP114740","leaf"
"SRR5891857","WGS",300,7069557000,"PRJNA393611","SAMN07341422","Plant",2585066320,"YUNNAN AGRICULTURAL UNIVERSITY","public","Kunitachi Himrod 1","sra,fastq","gs,s3","gs.US,s3.us-east-1","not applicable","SRX3057419","Japan","Asia","Japan","Illumina HiSeq 4000","TA-389","PAIRED","RANDOM","GENOMIC",10219,"Vitis","ILLUMINA","2019-03-22T00:00:00Z","TA-389","SRP114740","leaf"
"SRR5891858","WGS",300,7517266500,"PRJNA393611","SAMN07341423","Plant",2764736514,"YUNNAN AGRICULTURAL UNIVERSITY","public","Kyoho (4N)","fastq,sra","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057418","Japan","Asia","Japan","Illumina HiSeq 4000","TA-132","PAIRED","RANDOM","GENOMIC",10220,"Vitis","ILLUMINA","2019-03-22T00:00:00Z","TA-132","SRP114740","leaf"
"SRR5891859","WGS",300,7055139000,"PRJNA393611","SAMN07341390","Plant",2696512449,"YUNNAN AGRICULTURAL UNIVERSITY","public","Rkatsiteli","sra,fastq","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057417","Georgia","Asia","Georgia","Illumina HiSeq 4000","TA-269","PAIRED","RANDOM","GENOMIC",10187,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-269","SRP114740","leaf"
"SRR5891860","WGS",300,8104427100,"PRJNA393611","SAMN07341391","Plant",3083593167,"YUNNAN AGRICULTURAL UNIVERSITY","public","Rkatsiteli vardisperi","sra,fastq","gs,s3","gs.US,s3.us-east-1","not applicable","SRX3057416","Georgia","Asia","Georgia","Illumina HiSeq 4000","TA-270","PAIRED","RANDOM","GENOMIC",10188,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-270","SRP114740","leaf"
"SRR5891861","WGS",300,9161650800,"PRJNA393611","SAMN07341388","Plant",3331191226,"YUNNAN AGRICULTURAL UNIVERSITY","public","Gros Colman","sra,fastq","gs,s3","gs.US,s3.us-east-1","not applicable","SRX3057415","Georgia","Asia","Georgia","Illumina HiSeq 4000","TA-81","PAIRED","RANDOM","GENOMIC",10185,"Vitis","ILLUMINA","2019-03-22T00:00:00Z","TA-81","SRP114740","leaf"
"SRR5891862","WGS",300,16541049600,"PRJNA393611","SAMN07341389","Plant",6447726863,"YUNNAN AGRICULTURAL UNIVERSITY","public","Mzwane","fastq,sra","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057414","Georgia","Asia","Georgia","Illumina HiSeq 4000","TA-6143","PAIRED","RANDOM","GENOMIC",10186,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-6143","SRP114740","leaf"
"SRR5891863","WGS",300,6389535000,"PRJNA393611","SAMN07341386","Plant",2519610003,"YUNNAN AGRICULTURAL UNIVERSITY","public","Syrah","fastq,sra","gs,s3","gs.US,s3.us-east-1","not applicable","SRX3057413","France","Europe","France","Illumina HiSeq 4000","TA-242","PAIRED","RANDOM","GENOMIC",10183,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-242","SRP114740","leaf"
"SRR5891864","WGS",300,7603026000,"PRJNA393611","SAMN07341387","Plant",3014385295,"YUNNAN AGRICULTURAL UNIVERSITY","public","Triumph d Alsace","fastq,sra","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057412","France","Europe","France","Illumina HiSeq 4000","TA-146","PAIRED","RANDOM","GENOMIC",10184,"Vitis","ILLUMINA","2019-03-22T00:00:00Z","TA-146","SRP114740","leaf"
"SRR5891865","WGS",300,7622755200,"PRJNA393611","SAMN07341384","Plant",2819255939,"YUNNAN AGRICULTURAL UNIVERSITY","public","Seibel 5437","fastq,sra","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057411","France","Europe","France","Illumina HiSeq 4000","TA-159","PAIRED","RANDOM","GENOMIC",10181,"Vitis","ILLUMINA","2019-03-22T00:00:00Z","TA-159","SRP114740","leaf"
"SRR5891866","WGS",300,6646293300,"PRJNA393611","SAMN07341385","Plant",2551263959,"YUNNAN AGRICULTURAL UNIVERSITY","public","Semillon","fastq,sra","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057410","France","Europe","France","Illumina HiSeq 4000","TA-235","PAIRED","RANDOM","GENOMIC",10182,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-235","SRP114740","leaf"
"SRR5891867","WGS",300,8977591200,"PRJNA393611","SAMN07341609","Plant",3422928548,"YUNNAN AGRICULTURAL UNIVERSITY","public","Piaoleisi","fastq,sra","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057409","uncalculated","uncalculated","not collected","Illumina HiSeq 4000","TA-90","PAIRED","RANDOM","GENOMIC",10406,"Vitis","ILLUMINA","2019-03-22T00:00:00Z","TA-90","SRP114740","leaf"
"SRR5891868","WGS",300,4774168500,"PRJNA393611","SAMN07341392","Plant",1878253928,"YUNNAN AGRICULTURAL UNIVERSITY","public","Kerner","sra,fastq","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057408","Germany","Europe","Germany","Illumina HiSeq 4000","TA-236","PAIRED","RANDOM","GENOMIC",10189,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-236","SRP114740","leaf"
"SRR5891869","WGS",300,7815425700,"PRJNA393611","SAMN07341393","Plant",3113132547,"YUNNAN AGRICULTURAL UNIVERSITY","public","Regent","fastq,sra","s3,gs","s3.us-east-1,gs.US","not applicable","SRX3057407","Germany","Europe","Germany","Illumina HiSeq 4000","TA-5895","PAIRED","RANDOM","GENOMIC",10190,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-5895","SRP114740","leaf"
"SRR5891870","WGS",300,9947520900,"PRJNA393611","SAMN07341284","Plant",3944177159,"YUNNAN AGRICULTURAL UNIVERSITY","public","not applicable","sra,fastq","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057406","uncalculated","uncalculated","not applicable","Illumina HiSeq 4000","Z139","PAIRED","RANDOM","GENOMIC",10081,"Vitis chungii","ILLUMINA","2019-03-22T00:00:00Z","Z139","SRP114740","leaf"
"SRR5891871","WGS",300,6650832300,"PRJNA393611","SAMN07341285","Plant",2572586112,"YUNNAN AGRICULTURAL UNIVERSITY","public","not applicable","sra,fastq","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057405","uncalculated","uncalculated","not applicable","Illumina HiSeq 4000","Z154","PAIRED","RANDOM","GENOMIC",10082,"Vitis chunganensis","ILLUMINA","2019-03-22T00:00:00Z","Z154","SRP114740","leaf"
"SRR5891872","WGS",300,7933353000,"PRJNA393611","SAMN07341286","Plant",3095286325,"YUNNAN AGRICULTURAL UNIVERSITY","public","not applicable","sra,fastq","s3,gs","s3.us-east-1,gs.US","not applicable","SRX3057404","uncalculated","uncalculated","not applicable","Illumina HiSeq 4000","Z156","PAIRED","RANDOM","GENOMIC",10083,"Vitis chunganensis","ILLUMINA","2019-03-22T00:00:00Z","Z156","SRP114740","leaf"
"SRR5891873","WGS",300,6519279600,"PRJNA393611","SAMN07341287","Plant",2469049988,"YUNNAN AGRICULTURAL UNIVERSITY","public","Crimson Gloryvine","sra,fastq","s3,gs","s3.us-east-1,gs.US","not applicable","SRX3057403","uncalculated","uncalculated","not applicable","Illumina HiSeq 4000","TA-197","PAIRED","RANDOM","GENOMIC",10084,"Vitis coignetiae","ILLUMINA","2019-03-22T00:00:00Z","TA-197","SRP114740","leaf"
"SRR5891874","WGS",300,9581340600,"PRJNA393611","SAMN07341248","Plant",3662095627,"YUNNAN AGRICULTURAL UNIVERSITY","public","not applicable","fastq,sra","s3,gs","s3.us-east-1,gs.US","not applicable","SRX3057402","uncalculated","uncalculated","not applicable","Illumina HiSeq 4000","TA-6250","PAIRED","RANDOM","GENOMIC",10045,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-6250","SRP114740","leaf"
"SRR5891875","WGS",300,10053705900,"PRJNA393611","SAMN07341249","Plant",3829680731,"YUNNAN AGRICULTURAL UNIVERSITY","public","not applicable","fastq,sra","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057401","uncalculated","uncalculated","not applicable","Illumina HiSeq 4000","TA-6253","PAIRED","RANDOM","GENOMIC",10046,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-6253","SRP114740","leaf"
"SRR5891876","WGS",300,14741913900,"PRJNA393611","SAMN07341250","Plant",5824271553,"YUNNAN AGRICULTURAL UNIVERSITY","public","not applicable","fastq,sra","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057400","uncalculated","uncalculated","not applicable","Illumina HiSeq 4000","TA-6254","PAIRED","RANDOM","GENOMIC",10047,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-6254","SRP114740","leaf"
"SRR5891877","WGS",300,12463959900,"PRJNA393611","SAMN07341251","Plant",4665524168,"YUNNAN AGRICULTURAL UNIVERSITY","public","not applicable","fastq,sra","s3,gs","s3.us-east-1,gs.US","not applicable","SRX3057399","uncalculated","uncalculated","not applicable","Illumina HiSeq 4000","TA-6255","PAIRED","RANDOM","GENOMIC",10048,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-6255","SRP114740","leaf"
"SRR5891878","WGS",300,13000610400,"PRJNA393611","SAMN07341244","Plant",4975193659,"YUNNAN AGRICULTURAL UNIVERSITY","public","not applicable","fastq,sra","s3,gs","s3.us-east-1,gs.US","not applicable","SRX3057398","uncalculated","uncalculated","not applicable","Illumina HiSeq 4000","TA-6245","PAIRED","RANDOM","GENOMIC",10041,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-6245","SRP114740","leaf"
"SRR5891879","WGS",300,11941828500,"PRJNA393611","SAMN07341245","Plant",4565865562,"YUNNAN AGRICULTURAL UNIVERSITY","public","not applicable","fastq,sra","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057397","uncalculated","uncalculated","not applicable","Illumina HiSeq 4000","TA-6246","PAIRED","RANDOM","GENOMIC",10042,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-6246","SRP114740","leaf"
"SRR5891880","WGS",300,12938673000,"PRJNA393611","SAMN07341246","Plant",5174501179,"YUNNAN AGRICULTURAL UNIVERSITY","public","not applicable","sra,fastq","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057396","uncalculated","uncalculated","not applicable","Illumina HiSeq 4000","TA-6247","PAIRED","RANDOM","GENOMIC",10043,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-6247","SRP114740","leaf"
"SRR5891881","WGS",300,8563996800,"PRJNA393611","SAMN07341247","Plant",3413452490,"YUNNAN AGRICULTURAL UNIVERSITY","public","not applicable","sra,fastq","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057395","uncalculated","uncalculated","not applicable","Illumina HiSeq 4000","TA-6248","PAIRED","RANDOM","GENOMIC",10044,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-6248","SRP114740","leaf"
"SRR5891882","WGS",300,10277788500,"PRJNA393611","SAMN07341252","Plant",3817260906,"YUNNAN AGRICULTURAL UNIVERSITY","public","not applicable","sra,fastq","gs,s3","gs.US,s3.us-east-1","not applicable","SRX3057394","uncalculated","uncalculated","not applicable","Illumina HiSeq 4000","TA-6256","PAIRED","RANDOM","GENOMIC",10049,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-6256","SRP114740","leaf"
"SRR5891883","WGS",300,6456486300,"PRJNA393611","SAMN07341253","Plant",2536648699,"YUNNAN AGRICULTURAL UNIVERSITY","public","not applicable","fastq,sra","gs,s3","gs.US,s3.us-east-1","not applicable","SRX3057393","uncalculated","uncalculated","not applicable","Illumina HiSeq 4000","TA-6257","PAIRED","RANDOM","GENOMIC",10050,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-6257","SRP114740","leaf"
"SRR5891884","WGS",300,11287707000,"PRJNA393611","SAMN07341381","Plant",4158747761,"YUNNAN AGRICULTURAL UNIVERSITY","public","Riesling Italian","sra,fastq","gs,s3","gs.US,s3.us-east-1","not applicable","SRX3057392","France","Europe","France","Illumina HiSeq 4000","TA-173","PAIRED","RANDOM","GENOMIC",10178,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-173","SRP114740","leaf"
"SRR5891885","WGS",300,9216755700,"PRJNA393611","SAMN07341380","Plant",3436734944,"YUNNAN AGRICULTURAL UNIVERSITY","public","Ribier Noir","sra,fastq","s3,gs","s3.us-east-1,gs.US","not applicable","SRX3057391","France","Europe","France","Illumina HiSeq 4000","TA-97","PAIRED","RANDOM","GENOMIC",10177,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-97","SRP114740","leaf"
"SRR5891886","WGS",300,6641122500,"PRJNA393611","SAMN07341379","Plant",2438210027,"YUNNAN AGRICULTURAL UNIVERSITY","public","Pinot Noir","sra,fastq","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057390","France","Europe","France","Illumina HiSeq 4000","TA-379","PAIRED","RANDOM","GENOMIC",10176,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-379","SRP114740","leaf"
"SRR5891887","WGS",300,9243564000,"PRJNA393611","SAMN07341378","Plant",3537420865,"YUNNAN AGRICULTURAL UNIVERSITY","public","Pinot Gris","sra,fastq","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057389","France","Europe","France","Illumina HiSeq 4000","TA-369","PAIRED","RANDOM","GENOMIC",10175,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-369","SRP114740","leaf"
"SRR5891888","WGS",300,17510546400,"PRJNA393611","SAMN07341377","Plant",6599374431,"YUNNAN AGRICULTURAL UNIVERSITY","public","Pinot Blanc","fastq,sra","gs,s3","gs.US,s3.us-east-1","not applicable","SRX3057388","France","Europe","France","Illumina HiSeq 4000","TA-362","PAIRED","RANDOM","GENOMIC",10174,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-362","SRP114740","leaf"
"SRR5891889","WGS",300,5293234500,"PRJNA393611","SAMN07341376","Plant",2140705142,"YUNNAN AGRICULTURAL UNIVERSITY","public","Millardet Et Grasset 101- 14","fastq,sra","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057387","France","Europe","France","Illumina HiSeq 4000","TA-220","PAIRED","RANDOM","GENOMIC",10173,"Vitis","ILLUMINA","2019-03-22T00:00:00Z","TA-220","SRP114740","leaf"
"SRR5891890","WGS",300,5845381500,"PRJNA393611","SAMN07341375","Plant",2305714573,"YUNNAN AGRICULTURAL UNIVERSITY","public","Merlot","fastq,sra","s3,gs","s3.us-east-1,gs.US","not applicable","SRX3057386","France","Europe","France","Illumina HiSeq 4000","TA-241","PAIRED","RANDOM","GENOMIC",10172,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-241","SRP114740","leaf"
"SRR5891891","WGS",300,7859929800,"PRJNA393611","SAMN07341374","Plant",2872469875,"YUNNAN AGRICULTURAL UNIVERSITY","public","Landot 234","sra,fastq","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057385","France","Europe","France","Illumina HiSeq 4000","TA-155","PAIRED","RANDOM","GENOMIC",10171,"Vitis","ILLUMINA","2019-03-22T00:00:00Z","TA-155","SRP114740","leaf"
"SRR5891892","WGS",300,6719152500,"PRJNA393611","SAMN07341383","Plant",2636897471,"YUNNAN AGRICULTURAL UNIVERSITY","public","Seibel 4646","fastq,sra","gs,s3","s3.us-east-1,gs.US","not applicable","SRX3057384","France","Europe","France","Illumina HiSeq 4000","TA-156","PAIRED","RANDOM","GENOMIC",10180,"Vitis","ILLUMINA","2019-03-22T00:00:00Z","TA-156","SRP114740","leaf"
"SRR5891893","WGS",300,5794225800,"PRJNA393611","SAMN07341382","Plant",2257500693,"YUNNAN AGRICULTURAL UNIVERSITY","public","Sauvignon Blanc","fastq,sra","s3,gs","gs.US,s3.us-east-1","not applicable","SRX3057383","France","Europe","France","Illumina HiSeq 4000","TA-417","PAIRED","RANDOM","GENOMIC",10179,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-417","SRP114740","leaf"
"SRR5891894","WGS",300,8441681700,"PRJNA393611","SAMN07341420","Plant",3054235285,"YUNNAN AGRICULTURAL UNIVERSITY","public","Izu Nishiki (4N)","sra,fastq","s3,gs","s3.us-east-1,gs.US","not applicable","SRX3057382","Japan","Asia","Japan","Illumina HiSeq 4000","TA-392","PAIRED","RANDOM","GENOMIC",10217,"Vitis","ILLUMINA","2019-03-22T00:00:00Z","TA-392","SRP114740","leaf"
"SRR5891895","WGS",300,7171640700,"PRJNA393611","SAMN07341676","Plant",2673151685,"YUNNAN AGRICULTURAL UNIVERSITY","public","Pobeda","fastq,sra","s3,gs","s3.us-east-1,gs.US","not applicable","SRX3057381","Uzbekistan","Asia","Uzbekistan","Illumina HiSeq 4000","TA-92","PAIRED","RANDOM","GENOMIC",10473,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-92","SRP114740","leaf"
"SRR5891896","WGS",300,5184092100,"PRJNA393611","SAMN07341677","Plant",2001135274,"YUNNAN AGRICULTURAL UNIVERSITY","public","Rizamat","sra,fastq","s3,gs","s3.us-east-1,gs.US","not applicable","SRX3057380","Uzbekistan","Asia","Uzbekistan","Illumina HiSeq 4000","TA-272","PAIRED","RANDOM","GENOMIC",10474,"Vitis vinifera","ILLUMINA","2019-03-22T00:00:00Z","TA-272","SRP114740","leaf"
